game_id,label,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__ovr_wr_last_8_games,home_field___v_consecutive_visitor,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,line___close_ou,line___h_close_line,line___h_ml,line___open_ou,matchup___h_wr_ytd,matchup___is_same_division,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_ytd,time_date___day_of_week,time_date___game_time_local,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_game,travel___v_days_since_last_game,travel___v_home_body_time,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph
200809210sfo,1,1,1,0.0,0.5,0.0,1,0.0,0.0,0.0,47.0,-5.0,-225,44.5,0.5,0.0,0.3333333333333333,0.6,0.5,0.3333333333333333,0.5,0.3611111111111111,0.0,6.0,13.0,3.0,13.0,7.0,9.88174034612325,0.0,7.0,16.0,39.61164423164736,-3.0,62.0,1,1,67.0,67.0,12.0
200809280ram,0,4,1,0.0,0.0,0.0,1,1.0,0.6666666666666666,1.0,43.5,9.0,305,42.0,0.5,0.0,0.2631578947368421,0.0,0.0,0.15789473684210525,0.0,0.631578947368421,0.6666666666666666,6.0,15.0,4.0,13.0,7.0,33.369099154704486,2.0,7.0,16.0,12.130392148669396,-1.0,0.0,1,0,68.0,68.0,0.0
200812070gnb,0,0,2,0.5,0.5416666666666666,0.5,1,0.5,0.5,0.25,47.5,-7.0,-300,48.0,0.5,0.0,0.6666666666666666,0.5,0.5416666666666666,0.6333333333333333,0.4166666666666667,0.5,0.5,6.0,12.0,14.0,12.0,7.0,0.0,0.0,6.0,12.0,16.53891709940527,0.0,79.0,1,1,3.0,-3.0,3.0
200812210den,0,4,1,0.07142857142857142,0.32142857142857145,0.5714285714285714,2,0.5714285714285714,0.42857142857142855,0.25,46.0,-6.5,-270,44.0,0.5,0.0,0.31666666666666665,0.4,0.32142857142857145,0.5,0.5714285714285714,0.5333333333333333,0.42857142857142855,6.0,14.0,16.0,16.0,7.0,24.58591850413564,-2.0,7.0,16.0,30.961496913949418,-2.0,61.0,1,1,17.0,7.0,8.0
200912140sfo,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.8333333333333334,0.6666666666666666,0.75,44.5,4.0,180,44.5,1.0,1.0,0.5535714285714286,0.5,0.6666666666666666,0.42857142857142855,0.4166666666666667,0.65625,0.6666666666666666,0.0,18.0,14.0,18.0,8.0,7.080576615251683,0.0,8.0,19.0,7.849567149296249,-1.0,83.0,1,1,53.0,53.0,0.0
200912200oti,1,1,2,0.5,0.46153846153846156,0.6666666666666666,2,0.5714285714285714,0.5384615384615384,0.5,42.5,-5.0,-230,42.5,0.5,0.0,0.6166666666666667,0.6,0.46153846153846156,0.6333333333333333,0.46153846153846156,0.5,0.5384615384615384,6.0,12.0,15.0,12.0,7.0,0.0,0.0,7.0,13.0,7.777636709316006,-1.0,72.0,1,1,35.0,35.0,5.0
201101020cle,0,2,2,0.2857142857142857,0.3333333333333333,0.42857142857142855,1,0.5714285714285714,0.6,0.75,38.5,6.5,220,38.0,0.0,1.0,0.4838709677419355,0.2,0.3333333333333333,0.3225806451612903,0.3333333333333333,0.46774193548387094,0.6,6.0,13.0,17.0,13.0,7.0,0.0,0.0,10.0,13.0,0.7317894186426344,0.0,51.0,1,1,25.0,13.0,14.0
201110230oti,0,1,1,0.5,0.4,1.0,2,0.3333333333333333,0.5,0.3333333333333333,44.0,-2.5,-140,43.0,0.5,1.0,0.47619047619047616,0.4,0.4,0.42857142857142855,0.6,0.38636363636363635,0.5,6.0,12.0,7.0,13.0,14.0,0.775523488499796,-1.0,7.0,12.0,10.614931705903707,-1.0,35.0,1,1,72.0,72.0,0.0
201111130car,0,3,3,0.8,0.625,0.4,1,0.3333333333333333,0.375,0.3333333333333333,47.0,-3.5,-200,45.5,0.5,0.0,0.375,0.6,0.625,0.16666666666666666,0.25,0.4583333333333333,0.375,6.0,13.0,10.0,13.0,14.0,0.0,0.0,7.0,12.0,5.992878894629846,1.0,54.0,1,1,57.0,57.0,12.0
201201010nyg,1,3,2,0.35714285714285715,0.4642857142857143,0.42857142857142855,1,0.5,0.36666666666666664,0.5,48.0,-3.0,-165,48.0,1.0,1.0,0.46774193548387094,0.6,0.5,0.5806451612903226,0.5333333333333333,0.3709677419354839,0.36666666666666664,6.0,21.0,17.0,21.0,8.0,0.0,0.0,8.0,20.0,17.47666645736957,1.0,83.0,1,0,48.0,48.0,7.0
201212020buf,1,3,1,0.5,0.45454545454545453,0.5,1,0.9,0.5,0.25,41.0,-6.0,-260,45.5,0.5,0.0,0.42592592592592593,0.4,0.45454545454545453,0.37037037037037035,0.36363636363636365,0.48148148148148145,0.5,6.0,13.0,13.0,13.0,7.0,7.968759326066524,0.0,7.0,13.0,12.772258581085017,0.0,87.0,1,0,52.0,52.0,17.0
201311240cle,0,0,1,0.6,0.5,0.6,1,0.25,0.4444444444444444,0.25,40.0,-2.5,-150,41.0,0.5,1.0,0.5192307692307693,0.4,0.5,0.34615384615384615,0.4,0.40384615384615385,0.4,6.0,13.0,12.0,13.0,7.0,3.7076221039501935,0.0,7.0,13.0,1.9892098294800242,0.0,84.0,1,1,20.0,1.0,31.0
201411300htx,1,0,2,0.4,0.5454545454545454,0.4,2,0.3333333333333333,0.3181818181818182,0.0,43.0,-6.5,-310,43.0,1.0,1.0,0.37037037037037035,0.4,0.5454545454545454,0.25925925925925924,0.45454545454545453,0.42592592592592593,0.3181818181818182,6.0,12.0,13.0,12.0,7.0,0.0,0.0,7.0,12.0,22.675125424592473,-1.0,0.0,1,1,68.0,68.0,0.0
201509270mia,0,3,1,0.5,0.5,0.5,1,0.5,0.5,0.5,43.0,-1.0,-120,43.5,0.5,1.0,0.4444444444444444,0.2,0.5,0.5,0.5,0.5555555555555556,0.5,6.0,16.0,3.0,16.0,7.0,4.58438453022868,0.0,7.0,16.0,16.87850178942728,0.0,65.0,1,1,87.0,87.0,6.0
201510250sdg,0,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0.5,0.4,0.5,49.0,-3.5,-195,47.0,0.5,1.0,0.4090909090909091,0.2,0.3333333333333333,0.5,0.3333333333333333,0.47619047619047616,0.4,6.0,13.0,7.0,15.0,7.0,31.331155294966386,-2.0,14.0,13.0,0.6891484959801428,0.0,48.0,1,1,77.0,77.0,4.0
201511080nor,0,1,2,0.625,0.5625,0.75,2,0.3333333333333333,0.42857142857142855,0.3333333333333333,50.5,-6.5,-300,48.0,0.5,0.0,0.4166666666666667,0.7,0.5625,0.4583333333333333,0.5,0.2826086956521739,0.42857142857142855,6.0,12.0,9.0,12.0,7.0,0.0,0.0,7.0,12.0,5.336359228022425,0.0,0.0,1,0,68.0,68.0,0.0
201512060sdg,0,1,1,0.16666666666666666,0.36363636363636365,0.3333333333333333,1,0.6666666666666666,0.6363636363636364,0.75,45.0,6.0,220,43.5,0.5,1.0,0.4074074074074074,0.4,0.36363636363636365,0.4444444444444444,0.2727272727272727,0.5357142857142857,0.6363636363636364,6.0,13.0,13.0,16.0,7.0,35.56705755685307,-3.0,7.0,14.0,13.958853914362026,-1.0,13.0,1,1,78.0,78.0,4.0
201711260sfo,0,2,3,0.4,0.5,0.2,1,0.5,0.35,0.75,45.0,6.5,250,43.0,0.0,1.0,0.36538461538461536,0.4,0.5,0.11538461538461539,0.1,0.42857142857142855,0.35,6.0,13.0,12.0,13.0,14.0,0.0,0.0,6.0,13.0,10.198612425227267,0.0,0.0,1,1,66.0,66.0,12.0
201712070atl,1,4,3,0.5,0.4166666666666667,0.5,1,0.6,0.6363636363636364,0.75,51.5,-2.5,-135,55.0,0.5,1.0,0.5483870967741935,0.6,0.4166666666666667,0.6451612903225806,0.5833333333333334,0.6785714285714286,0.6666666666666666,3.0,20.0,14.0,20.0,4.0,0.0,0.0,4.0,19.0,6.836326425866442,1.0,0.0,1,0,68.0,68.0,0.0
201801210nwe,1,1,4,0.75,0.6875,0.875,2,0.5,0.5294117647058824,0.25,45.5,-7.5,-350,46.5,0.5,0.0,0.7777777777777778,0.8,0.7058823529411765,0.8611111111111112,0.8235294117647058,0.5,0.5555555555555556,6.0,15.0,20.0,15.0,8.0,0.0,0.0,7.0,15.0,8.904613327343466,0.0,0.0,1,0,48.0,48.0,3.0
200811160atl,0,3,2,1.0,0.6666666666666666,1.0,2,0.5,0.2777777777777778,0.5,51.0,-7.0,-280,51.0,0.5,0.0,0.54,0.8,0.6666666666666666,0.4,0.6666666666666666,0.3,0.2777777777777778,6.0,13.0,11.0,13.0,7.0,0.0,0.0,10.0,11.0,3.0186663193466967,0.0,0.0,1,0,68.0,68.0,0.0
200811230kan,0,1,2,0.4,0.5,0.2,1,0.4,0.4,0.25,42.5,3.0,130,43.5,0.5,0.0,0.4807692307692308,0.6,0.5,0.19230769230769232,0.1,0.5384615384615384,0.4,6.0,12.0,12.0,12.0,7.0,0.0,0.0,6.0,13.0,16.132848483271648,-1.0,56.0,1,1,50.0,50.0,10.0
200812210tam,0,1,1,0.6666666666666666,0.5714285714285714,1.0,2,0.4166666666666667,0.4230769230769231,0.25,42.5,-4.5,-220,42.5,0.5,0.0,0.5483870967741935,0.6,0.5714285714285714,0.5806451612903226,0.6428571428571429,0.5909090909090909,0.39285714285714285,6.0,13.0,16.0,13.0,7.0,6.0856093645419,0.0,7.0,10.0,16.31399631228351,1.0,82.0,1,1,72.0,72.0,10.0
200812280gnb,1,2,1,0.42857142857142855,0.5,0.42857142857142855,1,0.7142857142857143,0.43333333333333335,0.0,41.5,-11.0,-600,43.0,1.0,1.0,0.6363636363636364,0.2,0.5,0.5757575757575758,0.3333333333333333,0.41935483870967744,0.43333333333333335,6.0,12.0,17.0,12.0,6.0,2.676431224317191,0.0,7.0,13.0,5.462461376311965,-1.0,71.0,1,1,22.0,10.0,13.0
200909200sfo,1,3,1,0.5,1.0,0.5,1,0.5,1.0,0.5,39.0,-1.0,-120,40.5,0.5,1.0,0.5,0.7,1.0,0.47058823529411764,1.0,0.5,1.0,6.0,13.0,2.0,14.0,7.0,10.954953051665726,-1.0,7.0,13.0,9.88174034612325,0.0,70.0,1,1,68.0,68.0,0.0
200911220chi,0,2,1,0.75,0.4444444444444444,0.75,2,0.5,0.5555555555555556,0.5,46.5,3.5,160,45.5,0.5,0.0,0.44,0.2,0.4444444444444444,0.52,0.4444444444444444,0.6071428571428571,0.5555555555555556,6.0,20.0,11.0,18.0,10.0,12.88168387566897,2.0,7.0,21.0,30.868175626123424,2.0,87.0,1,1,47.0,47.0,5.0
201012190rav,1,4,1,0.3333333333333333,0.5,0.8333333333333334,1,0.3333333333333333,0.4230769230769231,1.0,45.0,-2.5,-135,43.5,0.5,0.0,0.5161290322580645,0.4,0.5,0.6129032258064516,0.6923076923076923,0.484375,0.4230769230769231,6.0,13.0,15.0,12.0,6.0,21.095568140206602,1.0,7.0,12.0,16.374488262593115,1.0,40.0,1,0,34.0,25.0,12.0
201012260mia,0,1,2,0.2857142857142857,0.5714285714285714,0.14285714285714285,2,0.5714285714285714,0.7142857142857143,0.25,41.5,-3.5,-190,41.0,0.5,0.0,0.5333333333333333,0.4,0.5714285714285714,0.4666666666666667,0.5,0.5,0.7142857142857143,6.0,13.0,16.0,13.0,7.0,0.0,0.0,7.0,13.0,3.032999222963967,0.0,47.0,1,1,69.0,69.0,22.0
201110090atl,0,1,1,1.0,0.25,1.0,1,0.5,0.75,1.0,53.5,6.0,205,53.0,0.5,0.0,0.5714285714285714,0.2,0.25,0.7142857142857143,0.5,0.6666666666666666,0.75,6.0,21.0,5.0,18.0,7.0,40.375716962055286,3.0,7.0,20.0,11.350108395099134,1.0,0.0,1,0,68.0,68.0,0.0
201210070jax,0,1,2,0.0,0.375,0.0,2,0.5,0.75,0.5,39.0,6.0,215,41.0,0.5,0.0,0.45,0.5,0.375,0.3,0.25,0.525,0.75,6.0,16.0,5.0,16.0,7.0,0.0,0.0,6.0,15.0,15.644197729845404,1.0,53.0,1,1,88.0,88.0,3.0
201211010sdg,1,4,1,0.3333333333333333,0.42857142857142855,0.3333333333333333,1,0.3333333333333333,0.2857142857142857,0.3333333333333333,41.0,-7.0,-325,44.0,1.0,1.0,0.391304347826087,0.2,0.42857142857142855,0.4782608695652174,0.42857142857142855,0.4782608695652174,0.2857142857142857,3.0,17.0,9.0,20.0,4.0,36.47832234769714,-3.0,4.0,19.0,23.486778182445537,-2.0,74.0,1,1,63.0,63.0,12.0
201410190gnb,1,1,1,0.75,0.5833333333333334,1.0,2,0.6666666666666666,0.6666666666666666,0.5,48.5,-6.5,-285,48.5,0.5,0.0,0.45652173913043476,0.7,0.5833333333333334,0.5434782608695652,0.6666666666666666,0.6086956521739131,0.6666666666666666,6.0,12.0,7.0,13.0,7.0,20.126092014541722,-1.0,7.0,13.0,6.465657671149931,-1.0,73.0,1,1,48.0,48.0,12.0
201411230htx,0,2,1,0.5,0.6,0.5,2,0.5,0.55,0.5,44.5,-2.5,-145,44.0,0.5,0.0,0.38461538461538464,0.4,0.6,0.2692307692307692,0.5,0.5925925925925926,0.55,6.0,12.0,12.0,13.0,7.0,18.1037973161489,-1.0,7.0,13.0,5.336359228022425,0.0,0.0,1,1,68.0,68.0,0.0
201412150chi,0,0,2,0.3333333333333333,0.38461538461538464,0.3333333333333333,1,0.4166666666666667,0.34615384615384615,0.5,53.5,3.0,161,54.0,0.5,0.0,0.3275862068965517,0.4,0.38461538461538464,0.4482758620689655,0.38461538461538464,0.4838709677419355,0.34615384615384615,0.0,20.0,15.0,20.0,11.0,0.0,0.0,8.0,20.0,8.715696853967886,0.0,93.0,1,1,44.0,44.0,5.0
201511150sea,0,4,1,0.3333333333333333,0.3125,0.6666666666666666,2,0.75,0.625,0.75,43.5,-3.0,-160,45.0,0.5,1.0,0.5,0.3,0.3125,0.6666666666666666,0.5,0.64,0.625,6.0,18.0,10.0,20.0,14.0,2.8395470130658436,-2.0,14.0,19.0,3.984178463178166,-3.0,63.0,1,0,49.0,49.0,0.0
201512130nyj,1,3,2,0.5,0.45,0.6666666666666666,1,0.4,0.375,0.25,43.0,-8.0,-360,43.5,0.5,0.0,0.4642857142857143,0.4,0.5416666666666666,0.39285714285714285,0.5833333333333334,0.2857142857142857,0.375,6.0,13.0,14.0,13.0,7.0,0.0,0.0,7.0,12.0,13.520740993669136,1.0,0.0,1,0,68.0,68.0,0.0
201512140mia,0,1,2,0.25,0.36363636363636365,0.5,2,0.5833333333333334,0.5909090909090909,0.25,48.0,2.0,110,47.5,0.5,0.0,0.39285714285714285,0.2,0.3333333333333333,0.4642857142857143,0.4166666666666667,0.48214285714285715,0.5416666666666666,0.0,21.0,14.0,21.0,8.0,0.0,0.0,8.0,21.0,11.524496027982755,0.0,78.0,1,1,77.0,77.0,6.0
201512270rav,1,2,3,0.07142857142857142,0.2857142857142857,0.2857142857142857,1,0.5833333333333334,0.5714285714285714,0.5,48.0,11.0,458,47.0,1.0,1.0,0.4375,0.5,0.2857142857142857,0.46875,0.2857142857142857,0.5483870967741935,0.5714285714285714,6.0,13.0,16.0,13.0,7.0,0.0,0.0,7.0,13.0,3.5886540143346273,0.0,87.0,1,0,64.0,64.0,9.0
201711260nyj,0,4,1,1.0,0.65,0.6,1,0.8,0.65,0.75,39.5,6.0,210,39.5,0.5,0.0,0.5,0.7,0.65,0.34615384615384615,0.4,0.5,0.65,6.0,13.0,12.0,13.0,14.0,1.4892507680396978,0.0,13.0,13.0,1.1888673607680236,0.0,0.0,1,0,47.0,47.0,23.0
200709230tam,1,4,2,1.0,0.5,1.0,1,0.5,0.0,0.5,39.0,-3.5,-190,38.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,6.0,13.0,3.0,13.0,7.0,0.0,0.0,7.0,12.0,13.13903010046403,1.0,74.0,1,1,86.0,86.0,5.0
200712300mia,0,2,1,0.16666666666666666,0.35714285714285715,0.16666666666666666,1,0.21428571428571427,0.36666666666666664,0.25,45.0,3.0,125,47.0,0.5,0.0,0.4,0.6,0.4,0.06666666666666667,0.06666666666666667,0.36666666666666664,0.36666666666666664,6.0,13.0,17.0,13.0,7.0,18.46110581168535,0.0,7.0,13.0,13.815674522646372,0.0,59.0,1,1,81.0,81.0,22.0
200801200gnb,0,4,3,0.8125,0.7941176470588235,0.875,3,1.0,0.6875,1.0,41.0,-7.5,-305,43.5,1.0,0.0,0.7941176470588235,0.8,0.7941176470588235,0.8235294117647058,0.8235294117647058,0.6666666666666666,0.6666666666666666,6.0,18.0,20.0,18.0,8.0,0.0,0.0,7.0,19.0,14.63861073396311,0.0,49.0,1,1,-1.0,-23.0,12.0
200811060cle,0,4,2,0.5,0.625,0.25,1,0.3333333333333333,0.1875,0.3333333333333333,47.0,-3.0,-165,48.0,0.5,0.0,0.7083333333333334,0.8,0.625,0.5416666666666666,0.375,0.2708333333333333,0.1875,3.0,20.0,10.0,20.0,4.0,0.0,0.0,4.0,18.0,23.38704637276798,2.0,52.0,1,1,56.0,56.0,6.0
200812280nor,0,0,1,0.8333333333333334,0.6785714285714286,0.8333333333333334,2,0.42857142857142855,0.5666666666666667,0.5,51.5,1.5,110,53.0,0.0,1.0,0.532258064516129,0.9,0.7,0.4838709677419355,0.5333333333333333,0.532258064516129,0.5666666666666667,6.0,12.0,17.0,13.0,7.0,14.247473358157231,-1.0,7.0,13.0,19.34174888992719,-1.0,0.0,1,0,68.0,68.0,0.0
200912070gnb,1,4,1,0.5833333333333334,0.5909090909090909,0.6666666666666666,1,0.6,0.5454545454545454,0.25,43.0,-4.0,-200,44.0,0.5,0.0,0.5185185185185185,0.5,0.5909090909090909,0.48148148148148145,0.6363636363636364,0.6666666666666666,0.5454545454545454,0.0,20.0,13.0,21.0,11.0,1.4398891457675587,-1.0,8.0,21.0,9.010761572692733,-1.0,77.0,1,1,21.0,15.0,4.0
201211110nwe,1,3,2,0.3333333333333333,0.5714285714285714,0.6666666666666666,2,0.4,0.375,0.5,54.0,-13.5,-680,51.0,1.0,1.0,0.5370370370370371,0.6,0.625,0.7407407407407407,0.625,0.3958333333333333,0.375,6.0,13.0,10.0,18.0,14.0,6.944439336083035,-5.0,7.0,13.0,27.147139272751428,1.0,55.0,1,0,60.0,60.0,12.0
201212100nwe,1,0,1,0.4,0.5454545454545454,0.8,3,0.6666666666666666,0.6666666666666666,1.0,50.5,-5.0,-240,53.0,0.5,0.0,0.532258064516129,0.6,0.5833333333333334,0.7741935483870968,0.75,0.6833333333333333,0.6666666666666666,0.0,21.0,14.0,21.0,8.0,13.22796081696153,0.0,8.0,20.0,11.894610279518506,1.0,91.0,1,0,59.0,59.0,7.0
201212300det,0,0,2,0.2857142857142857,0.3333333333333333,0.2857142857142857,2,0.5714285714285714,0.4666666666666667,0.5,46.0,3.0,145,44.5,0.0,1.0,0.390625,0.2,0.3333333333333333,0.4375,0.26666666666666666,0.46774193548387094,0.4666666666666667,6.0,13.0,17.0,13.0,8.0,0.0,0.0,7.0,12.0,30.517040145033732,2.0,0.0,1,0,68.0,68.0,0.0
201309150phi,0,1,1,0.5,1.0,0.5,1,0.5,1.0,0.5,53.0,-7.5,-345,54.5,0.5,0.0,0.29411764705882354,0.4,1.0,0.29411764705882354,1.0,0.47058823529411764,1.0,6.0,13.0,2.0,13.0,6.0,1.9661519946586024,0.0,6.0,10.0,42.55147376456542,3.0,40.0,1,1,71.0,71.0,6.0
201309290oti,1,0,2,0.5,0.8333333333333334,1.0,1,1.0,1.0,0.0,40.5,-3.5,-165,39.0,0.5,0.0,0.4473684210526316,0.7,0.8333333333333334,0.42105263157894735,0.6666666666666666,0.5,1.0,6.0,15.0,4.0,15.0,7.0,0.0,0.0,7.0,16.0,13.520740993669136,-1.0,51.0,1,1,74.0,74.0,4.0
201311250was,0,4,1,0.5,0.3,0.5,2,0.625,0.6111111111111112,0.5,45.0,5.5,200,45.5,0.5,0.0,0.5185185185185185,0.4,0.3,0.48148148148148145,0.3,0.5862068965517241,0.65,0.0,21.0,12.0,21.0,8.0,1.4088095161164353,0.0,8.0,18.0,11.440008340908511,1.0,37.0,1,1,35.0,27.0,12.0
201409280chi,0,1,1,0.0,0.6666666666666666,0.0,2,0.0,0.16666666666666666,0.0,51.0,1.5,110,49.5,0.5,1.0,0.34210526315789475,0.4,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.375,0.16666666666666666,6.0,12.0,4.0,13.0,6.0,13.58288880536482,-1.0,7.0,12.0,4.596032875165277,-1.0,67.0,1,1,70.0,70.0,3.0
201510110phi,1,2,1,0.0,0.25,0.0,1,0.5,0.5,0.0,49.5,-6.5,-290,48.5,0.5,0.0,0.5,0.4,0.25,0.55,0.25,0.375,0.5,6.0,13.0,5.0,13.0,7.0,1.9661519946586024,0.0,7.0,12.0,17.928141655846535,1.0,54.0,1,1,67.0,67.0,6.0
201511150ram,0,1,1,0.75,0.5,0.75,2,0.75,0.5,0.5,42.0,-7.5,-380,43.0,0.5,0.0,0.4583333333333333,0.6,0.5,0.4166666666666667,0.5,0.4583333333333333,0.5,6.0,12.0,10.0,12.0,7.0,7.032503409206433,0.0,6.0,12.0,27.558824876385785,2.0,0.0,1,0,68.0,68.0,0.0
201609250buf,1,0,2,0.0,0.0,0.0,1,0.5,0.5,0.5,48.0,5.5,200,47.0,0.5,0.0,0.4722222222222222,0.4,0.0,0.4444444444444444,0.0,0.5,0.5,6.0,13.0,3.0,13.0,10.0,0.0,0.0,7.0,11.0,34.72904925994952,2.0,44.0,1,0,64.0,64.0,8.0
201610230atl,0,4,1,0.5,0.8333333333333334,0.5,1,0.6666666666666666,0.6666666666666666,0.0,53.5,-5.5,-223,51.5,0.5,0.0,0.5,1.0,0.8333333333333334,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.6666666666666666,6.0,16.0,7.0,13.0,7.0,40.375716962055286,3.0,10.0,13.0,12.041784195750985,3.0,0.0,1,0,68.0,68.0,0.0
201612250kan,1,1,3,0.2857142857142857,0.5,0.7142857142857143,1,0.5714285714285714,0.5714285714285714,0.5,38.5,-3.5,-200,38.0,1.0,1.0,0.5,0.6,0.5,0.6875,0.7142857142857143,0.5909090909090909,0.5714285714285714,6.0,20.0,16.0,20.0,7.0,0.0,0.0,7.0,19.0,10.559007478551186,1.0,0.0,1,1,53.0,53.0,9.0
201701220nwe,1,2,2,0.75,0.8235294117647058,0.75,2,0.625,0.6111111111111112,1.0,50.5,-5.5,-240,51.0,1.0,0.0,0.6714285714285714,1.0,0.8235294117647058,0.8,0.8823529411764706,0.5972222222222222,0.6111111111111112,6.0,19.0,20.0,19.0,8.0,0.0,0.0,7.0,19.0,23.41797157832076,1.0,0.0,1,0,41.0,41.0,10.0
201709240min,1,4,1,1.0,0.5,1.0,1,0.5,1.0,0.5,41.0,0.0,-110,40.5,0.5,0.0,0.5555555555555556,0.4,0.5,0.5,0.5,0.5882352941176471,1.0,6.0,12.0,3.0,13.0,7.0,13.9947055430902,-1.0,7.0,13.0,20.11468891526289,-1.0,0.0,1,0,68.0,68.0,0.0
200809070buf,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,38.5,-1.0,-135,39.5,0.5,0.0,0.625,0.6,0.5,0.4375,0.5,0.5833333333333334,0.5,6.0,13.0,1.0,13.0,300.0,0.0,0.0,300.0,10.0,0.0,0.0,65.0,1,0,66.0,66.0,11.0
200909270tam,0,0,1,0.0,0.0,0.0,2,1.0,0.75,1.0,45.5,6.0,230,42.5,0.5,0.0,0.4444444444444444,0.2,0.0,0.5,0.0,0.7105263157894737,0.75,6.0,13.0,3.0,13.0,7.0,15.2576847528647,0.0,7.0,13.0,15.350034465922217,1.0,75.0,1,1,88.0,88.0,12.0
200910110den,1,1,2,1.0,1.0,1.0,1,0.0,0.5,0.0,41.0,3.0,145,44.0,0.5,0.0,0.425,0.8,1.0,0.6,1.0,0.575,0.5,6.0,14.0,5.0,14.0,7.0,0.0,0.0,7.0,16.0,33.83715338710351,-2.0,72.0,1,1,30.0,26.0,4.0
200912130htx,1,0,1,0.25,0.4583333333333333,0.3333333333333333,1,0.16666666666666666,0.4166666666666667,0.25,44.5,-7.0,-360,45.5,0.5,0.0,0.5178571428571429,0.4,0.4583333333333333,0.4642857142857143,0.4166666666666667,0.44642857142857145,0.4166666666666667,6.0,12.0,14.0,13.0,7.0,13.788152797884132,-1.0,7.0,10.0,32.33439579183906,2.0,0.0,1,1,68.0,68.0,0.0
201012260chi,1,3,1,0.42857142857142855,0.5357142857142857,0.5714285714285714,2,0.7142857142857143,0.5714285714285714,0.75,36.0,-3.0,-135,36.5,0.5,0.0,0.45,0.6,0.5357142857142857,0.5666666666666667,0.7142857142857143,0.5757575757575758,0.5714285714285714,6.0,12.0,16.0,12.0,6.0,6.414682890057781,0.0,7.0,13.0,7.7315737760044545,-1.0,85.0,1,1,33.0,25.0,9.0
201109120den,0,3,1,0.5,0.5,0.5,1,0.5,0.5,0.5,43.0,-3.0,-175,41.0,0.5,1.0,0.375,0.6,0.5,0.25,0.5,0.5,0.5,0.0,20.0,1.0,20.0,300.0,0.0,0.0,300.0,19.0,0.0,0.0,29.0,1,1,75.0,75.0,6.0
201209230chi,1,1,1,1.0,0.5,1.0,1,1.0,1.0,0.0,42.0,-7.0,-310,44.5,0.5,0.0,0.4722222222222222,0.4,0.5,0.5,0.5,0.3055555555555556,1.0,6.0,12.0,3.0,12.0,10.0,0.9846040476242979,0.0,7.0,12.0,4.128500996548265,0.0,42.0,1,1,56.0,56.0,10.0
201210250min,0,3,2,0.75,0.5714285714285714,1.0,1,1.0,0.6666666666666666,0.0,43.0,-5.5,-250,41.5,0.5,0.0,0.4782608695652174,0.7,0.5714285714285714,0.34782608695652173,0.7142857142857143,0.36363636363636365,0.6666666666666666,3.0,19.0,8.0,19.0,4.0,0.0,0.0,4.0,20.0,20.11462803873092,-1.0,0.0,1,0,68.0,68.0,0.0
201210290crd,0,2,1,0.5,0.5,0.75,1,0.6666666666666666,0.5714285714285714,0.6666666666666666,37.5,7.0,290,37.0,0.5,1.0,0.5434782608695652,0.3,0.5,0.5217391304347826,0.5714285714285714,0.66,0.5714285714285714,0.0,19.0,8.0,20.0,8.0,15.896479573742338,-1.0,11.0,18.0,2.8876941921988637,1.0,0.0,1,1,68.0,68.0,0.0
201211250cin,1,2,1,0.3,0.45,0.4,1,0.4,0.3,0.25,50.0,-8.0,-425,48.0,0.5,0.0,0.5,0.4,0.45,0.5185185185185185,0.5,0.5,0.3,6.0,13.0,12.0,12.0,7.0,9.967996648484586,1.0,7.0,10.0,37.708495036032666,3.0,47.0,1,0,41.0,41.0,9.0
201312010phi,1,3,2,0.2,0.5454545454545454,0.2,1,0.6,0.6363636363636364,0.5,48.5,-3.5,-195,48.5,0.5,0.0,0.37037037037037035,0.6,0.5454545454545454,0.37037037037037035,0.5454545454545454,0.5370370370370371,0.6363636363636364,6.0,13.0,13.0,13.0,14.0,0.0,0.0,7.0,11.0,37.63852229151537,2.0,53.0,1,1,46.0,46.0,4.0
