game_id,label,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_4_games,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__open_wr_last_4_games,home_field___h_home__open_wr_last_8_games,home_field___h_home__open_wr_ytd,home_field___h_home__ovr_wr_last_4_games,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__ovr_wr_ytd,home_field___h_home__pfr_wr_last_4_games,home_field___h_home__pfr_wr_last_8_games,home_field___h_home__pfr_wr_ytd,home_field___h_is_home,home_field___v_consecutive_visitor,home_field___v_is_home,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__open_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,home_field___v_visitor__open_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,home_field___v_visitor__ovr_wr_last_8_games,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,home_field___v_visitor__pfr_wr_last_8_games,home_field___v_visitor__pfr_wr_ytd,line___close_ou,line___h_close_line,line___h_ml,line___h_open_line,line___h_pfr_line,line___open_ou,line___pfr_ou,line___v_ml,matchup___h_wr_past_2_seasons,matchup___h_wr_past_3_seasons,matchup___h_wr_past_5_games,matchup___h_wr_ytd,matchup___is_same_conf,matchup___is_same_division,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_open_wr_past_2_seasons,team_history___h_open_wr_past_3_seasons,team_history___h_open_wr_past_5_games,team_history___h_open_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_past_3_seasons,team_history___h_ovr_wr_past_5_games,team_history___h_ovr_wr_ytd,team_history___h_pfr_wr_past_2_seasons,team_history___h_pfr_wr_past_3_seasons,team_history___h_pfr_wr_past_5_games,team_history___h_pfr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_past_3_seasons,team_history___v_close_wr_past_5_games,team_history___v_close_wr_ytd,team_history___v_open_wr_past_2_seasons,team_history___v_open_wr_past_3_seasons,team_history___v_open_wr_past_5_games,team_history___v_open_wr_ytd,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_past_5_games,team_history___v_ovr_wr_ytd,team_history___v_pfr_wr_past_2_seasons,team_history___v_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_5_games,team_history___v_pfr_wr_ytd,time_date___day_of_week,time_date___game_time_eastern,time_date___game_time_local,time_date___is_playoffs,time_date___is_sunday,time_date___is_superbowl,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_same_stadium_last_game,travel___h_travel_from_last_10_days,travel___h_travel_from_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_10_days,travel___h_tz_change_last_game,travel___v_body_clock_from_last_wk,travel___v_days_since_last_game,travel___v_dist_from_home,travel___v_home_body_time,travel___v_same_stadium_last_game,travel___v_travel_from_last_10_days,travel___v_travel_from_last_game,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_10_days,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph
201312290atl,1,0,1,0.5,0.42857142857142855,0.4,0.5,0.35714285714285715,0.36666666666666664,0.5,0.42857142857142855,0.26666666666666666,0.5,0.42857142857142855,0.4,1.0,1,0.0,0.625,0.5,0.6666666666666666,0.75,0.5714285714285714,0.6666666666666666,0.75,0.5714285714285714,0.7333333333333333,0.625,0.5,0.6666666666666666,46.5,4.5,205,7.0,5.5,45.5,46.5,-245,0.3333333333333333,0.6,0.6,0.0,1.0,1.0,0.48484848484848486,0.49,0.8,0.4,0.4696969696969697,0.47,0.8,0.36666666666666664,0.5454545454545454,0.56,0.4,0.26666666666666666,0.48484848484848486,0.47,0.8,0.4,0.6129032258064516,0.5957446808510638,0.6,0.6666666666666666,0.6129032258064516,0.5957446808510638,0.6,0.6666666666666666,0.5806451612903226,0.5106382978723404,0.8,0.7333333333333333,0.6129032258064516,0.6063829787234043,0.6,0.6666666666666666,6.0,13.0,13.0,0.0,1.0,0.0,17.0,10.0,6.0,0,38.19051495049786,38.19051495049786,38.19051495049786,3.0,3.0,13.0,7.0,3.8398424547499346,13.0,0,3.8398424547499346,3.8398424547499346,3.8398424547499346,0.0,0.0,0.0,1,0,68.0,68.0,0.0
201510150nor,1,3,1,0.5,0.5,0.4,0.5,0.5,0.2,0.5,0.5,0.2,0.5,0.5,0.4,1.0,1,0.0,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,52.5,3.0,135,3.0,3.0,51.0,51.0,-155,0.0,0.5,0.4,0.5,1.0,1.0,0.35714285714285715,0.46153846153846156,0.4,0.4,0.3333333333333333,0.46153846153846156,0.2,0.2,0.38095238095238093,0.5128205128205128,0.2,0.2,0.38095238095238093,0.46153846153846156,0.4,0.4,0.5238095238095238,0.4864864864864865,0.8,0.8,0.5714285714285714,0.5,0.8,0.8,0.5238095238095238,0.40540540540540543,1.0,1.0,0.5714285714285714,0.5135135135135135,0.8,0.8,3.0,20.0,19.0,0.0,0.0,0.0,6.0,20.0,4.0,0,17.928141655846535,17.928141655846535,17.928141655846535,-1.0,-1.0,20.0,4.0,6.837996272373936,20.0,0,6.837996272373936,6.837996272373936,6.837996272373936,-1.0,-1.0,0.0,1,0,68.0,68.0,0.0
201512200nyg,1,1,1,0.75,0.6,0.625,0.75,0.6,0.625,0.75,0.6,0.5,0.75,0.6,0.625,1.0,1,0.0,0.75,0.8333333333333334,0.7692307692307693,0.75,0.8333333333333334,0.8461538461538461,1.0,1.0,1.0,0.75,0.8333333333333334,0.7692307692307693,46.5,5.0,195,4.0,4.0,47.5,48.0,-235,0.5,0.0,0.6,0.5,1.0,0.0,0.5,0.4777777777777778,0.6,0.5769230769230769,0.4827586206896552,0.4666666666666667,0.6,0.5769230769230769,0.41379310344827586,0.4222222222222222,0.4,0.46153846153846156,0.5,0.4777777777777778,0.6,0.5769230769230769,0.6129032258064516,0.6041666666666666,0.8,0.7692307692307693,0.6129032258064516,0.6041666666666666,0.8,0.8461538461538461,0.6935483870967742,0.6979166666666666,1.0,1.0,0.5806451612903226,0.5833333333333334,0.8,0.7692307692307693,6.0,13.0,13.0,0.0,1.0,0.0,15.0,13.0,6.0,0,16.083729271871782,16.083729271871782,16.083729271871782,0.0,0.0,13.0,7.0,8.78460773619205,13.0,0,8.78460773619205,8.78460773619205,8.78460773619205,0.0,0.0,37.0,1,0,41.0,41.0,8.0
201711120den,0,2,1,0.625,0.625,0.3125,0.5,0.5,0.25,0.75,0.75,0.375,0.625,0.625,0.3125,1.0,1,0.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,44.5,7.0,270,7.0,7.0,46.5,45.0,-340,0.0,0.6666666666666666,0.6,0.5,1.0,0.0,0.4791666666666667,0.5348837209302325,0.2,0.3125,0.4375,0.4883720930232558,0.2,0.25,0.5,0.627906976744186,0.2,0.375,0.4791666666666667,0.5116279069767442,0.2,0.3125,0.7407407407407407,0.6555555555555556,0.6,0.5,0.6666666666666666,0.6111111111111112,0.6,0.5,0.8518518518518519,0.8,0.8,0.75,0.7407407407407407,0.6444444444444445,0.6,0.5,6.0,21.0,19.0,0.0,1.0,0.0,10.0,21.0,7.0,0,29.852912528153755,29.852912528153755,29.852912528153755,-2.0,-2.0,21.0,14.0,33.83715338710351,21.0,0,0.0,33.83715338710351,3.2812552988299086,0.0,-2.0,0.0,1,1,48.0,48.0,5.0
200709300min,0,2,1,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,0.0,-105,1.0,1.0,40.0,38.0,-115,0.5,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,13.0,12.0,0.0,1.0,0.0,4.0,12.0,7.0,0,6.050478013256478,6.050478013256478,6.050478013256478,0.0,0.0,12.0,7.0,5.217279900062871,12.0,0,5.217279900062871,5.217279900062871,5.217279900062871,0.0,0.0,0.0,1,0,68.0,68.0,0.0
200710140sea,0,0,1,0.75,0.75,0.5,0.75,0.75,0.5,1.0,1.0,0.6,0.75,0.75,0.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,-5.5,-250,-7.0,-6.5,41.5,43.0,210,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,17.0,0.0,1.0,0.0,6.0,20.0,7.0,0,42.91533376141678,42.91533376141678,42.91533376141678,-3.0,-3.0,19.0,7.0,36.761636224969635,19.0,0,36.761636224969635,36.761636224969635,36.761636224969635,-2.0,-2.0,47.0,1,0,68.0,68.0,4.0
200712160cle,1,1,1,1.0,0.8333333333333334,0.7692307692307693,1.0,0.8333333333333334,0.7307692307692307,1.0,0.8333333333333334,0.6153846153846154,1.0,0.8333333333333334,0.7692307692307693,1.0,1,0.0,0.75,0.5,0.6923076923076923,0.625,0.4166666666666667,0.6538461538461539,0.75,0.5,0.5384615384615384,0.75,0.5,0.6923076923076923,36.0,-4.0,-215,-5.5,-5.0,47.0,37.0,185,0.5,0.5,0.5,0.5,1.0,0.0,0.7692307692307693,0.7692307692307693,0.8,0.7692307692307693,0.7307692307692307,0.7307692307692307,0.7,0.7307692307692307,0.6153846153846154,0.6153846153846154,0.6,0.6153846153846154,0.7692307692307693,0.7692307692307693,0.8,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.6,0.6923076923076923,0.6538461538461539,0.6538461538461539,0.5,0.6538461538461539,0.5384615384615384,0.5384615384615384,0.6,0.5384615384615384,0.6923076923076923,0.6923076923076923,0.6,0.6923076923076923,6.0,13.0,13.0,0.0,1.0,0.0,15.0,13.0,7.0,0,7.654017871817378,7.654017871817378,7.654017871817378,0.0,0.0,13.0,7.0,3.1764527079275093,13.0,0,3.1764527079275093,3.1764527079275093,3.1764527079275093,0.0,0.0,93.0,1,1,30.0,16.0,32.0
200712160rai,1,4,1,0.25,0.16666666666666666,0.38461538461538464,0.25,0.16666666666666666,0.38461538461538464,0.25,0.3333333333333333,0.3076923076923077,0.25,0.16666666666666666,0.38461538461538464,1.0,2,0.0,0.75,0.5714285714285714,0.6153846153846154,0.75,0.7142857142857143,0.6538461538461539,0.75,0.8571428571428571,0.8461538461538461,0.75,0.5714285714285714,0.6153846153846154,45.0,9.5,370,10.5,10.0,45.0,45.0,-450,0.5,0.5,0.5,0.5,1.0,0.0,0.38461538461538464,0.38461538461538464,0.4,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.4,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.4,0.3076923076923077,0.38461538461538464,0.38461538461538464,0.4,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.4,0.6153846153846154,0.6538461538461539,0.6538461538461539,0.4,0.6538461538461539,0.8461538461538461,0.8461538461538461,0.8,0.8461538461538461,0.6153846153846154,0.6153846153846154,0.4,0.6153846153846154,6.0,16.0,13.0,0.0,1.0,0.0,15.0,15.0,7.0,0,34.799209445531964,34.799209445531964,34.799209445531964,-2.0,-2.0,16.0,7.0,36.09334909143928,16.0,0,45.60333207300208,45.60333207300208,45.60333207300208,-3.0,-3.0,58.0,1,1,55.0,55.0,8.0
200911010sdg,0,4,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1,0.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.42857142857142855,41.5,-16.0,-1500,-16.5,-16.5,42.5,41.5,950,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,0.5697674418604651,0.4,0.3333333333333333,0.4166666666666667,0.5581395348837209,0.4,0.3333333333333333,0.5,0.5813953488372093,0.4,0.5,0.4375,0.5697674418604651,0.4,0.3333333333333333,0.43478260869565216,0.41025641025641024,0.2,0.42857142857142855,0.43478260869565216,0.41025641025641024,0.2,0.42857142857142855,0.30434782608695654,0.28205128205128205,0.2,0.2857142857142857,0.43478260869565216,0.41025641025641024,0.2,0.42857142857142855,6.0,16.0,13.0,0.0,1.0,0.0,8.0,15.0,7.0,0,23.486778182445537,23.486778182445537,23.486778182445537,-2.0,-2.0,13.0,7.0,7.1066775490731375,13.0,0,7.1066775490731375,7.1066775490731375,7.1066775490731375,0.0,0.0,26.0,1,1,78.0,78.0,8.0
201012190cin,1,4,1,0.25,0.3333333333333333,0.3076923076923077,0.25,0.3333333333333333,0.3076923076923077,0.0,0.16666666666666666,0.15384615384615385,0.25,0.3333333333333333,0.3076923076923077,1.0,3,0.0,0.5,0.42857142857142855,0.38461538461538464,0.5,0.42857142857142855,0.38461538461538464,0.5,0.2857142857142857,0.38461538461538464,0.5,0.42857142857142855,0.38461538461538464,41.0,0.0,-110,-1.0,0.0,40.0,41.0,-110,0.6666666666666666,0.6,0.6,0.0,1.0,1.0,0.36666666666666664,0.391304347826087,0.4,0.3076923076923077,0.36666666666666664,0.391304347826087,0.4,0.3076923076923077,0.4,0.358695652173913,0.0,0.15384615384615385,0.36666666666666664,0.391304347826087,0.4,0.3076923076923077,0.5172413793103449,0.4888888888888889,0.2,0.38461538461538464,0.5172413793103449,0.4888888888888889,0.2,0.38461538461538464,0.3448275862068966,0.3111111111111111,0.4,0.38461538461538464,0.5172413793103449,0.4777777777777778,0.2,0.38461538461538464,6.0,13.0,13.0,0.0,1.0,0.0,15.0,13.0,7.0,0,4.698780886336369,4.698780886336369,4.698780886336369,0.0,0.0,13.0,7.0,3.7076221039501935,13.0,0,6.808559465848861,6.808559465848861,6.808559465848861,0.0,0.0,59.0,1,0,28.0,20.0,8.0
201309080buf,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,51.5,10.5,340,7.0,10.5,53.0,50.5,-430,0.0,0.25,0.2,0.5,1.0,1.0,0.4375,0.421875,0.4,0.5,0.4375,0.421875,0.4,0.5,0.375,0.375,0.4,0.5,0.4375,0.421875,0.4,0.5,0.5555555555555556,0.527027027027027,0.4,0.5,0.5833333333333334,0.5540540540540541,0.4,0.5,0.7222222222222222,0.7567567567567568,0.6,0.5,0.5555555555555556,0.5405405405405406,0.4,0.5,6.0,13.0,13.0,0.0,1.0,0.0,1.0,13.0,300.0,0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,7.553602599349705,13.0,0,0.0,0.0,0.0,0.0,0.0,55.0,1,0,65.0,65.0,11.0
201310270phi,0,0,2,0.0,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,1.0,1,0.0,0.25,0.25,0.2857142857142857,0.25,0.25,0.2857142857142857,0.0,0.0,0.14285714285714285,0.25,0.25,0.2857142857142857,49.5,-5.0,-225,-5.5,-5.5,53.0,49.0,189,0.6666666666666667,0.6,0.6,1.0,1.0,1.0,0.30434782608695654,0.38461538461538464,0.4,0.42857142857142855,0.2826086956521739,0.3717948717948718,0.4,0.42857142857142855,0.30434782608695654,0.38461538461538464,0.4,0.42857142857142855,0.30434782608695654,0.38461538461538464,0.4,0.42857142857142855,0.391304347826087,0.5,0.4,0.2857142857142857,0.41304347826086957,0.5116279069767442,0.4,0.2857142857142857,0.43478260869565216,0.5348837209302325,0.2,0.14285714285714285,0.391304347826087,0.5,0.4,0.2857142857142857,6.0,13.0,13.0,0.0,1.0,0.0,8.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,13.0,6.0,1.4240682962993834,13.0,0,1.4240682962993834,1.4240682962993834,1.4240682962993834,0.0,0.0,40.0,1,1,56.0,56.0,13.0
201410050det,0,1,1,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,2,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,43.0,-4.5,-225,-7.0,-6.5,44.0,43.0,190,0.5,0.5,0.0,0.5,0.0,0.0,0.45,0.4166666666666667,0.6,0.75,0.45,0.4166666666666667,0.8,0.75,0.5,0.3888888888888889,0.6,0.75,0.45,0.4166666666666667,0.6,0.75,0.5,0.4722222222222222,0.4,0.5,0.475,0.4583333333333333,0.4,0.5,0.4,0.3888888888888889,0.4,0.5,0.5,0.4722222222222222,0.4,0.5,6.0,13.0,13.0,0.0,1.0,0.0,5.0,13.0,7.0,0,9.10013891456526,9.10013891456526,9.10013891456526,0.0,0.0,12.0,7.0,4.280617861197145,13.0,0,17.693388992821593,17.693388992821593,17.693388992821593,1.0,1.0,0.0,1,0,68.0,68.0,0.0
201411020cle,0,0,2,0.75,0.75,0.6428571428571429,0.75,0.75,0.7142857142857143,0.75,0.75,0.5714285714285714,0.875,0.875,0.7857142857142857,1.0,1,0.0,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.2857142857142857,44.0,-7.0,-325,-6.0,-7.0,44.5,44.0,265,0.5,0.5,0.0,0.5,0.0,0.0,0.45652173913043476,0.48717948717948717,0.5,0.6428571428571429,0.4782608695652174,0.5,0.6,0.7142857142857143,0.34782608695652173,0.3333333333333333,0.6,0.5714285714285714,0.5,0.5128205128205128,0.7,0.7857142857142857,0.34782608695652173,0.46153846153846156,0.4,0.2857142857142857,0.34782608695652173,0.4358974358974359,0.4,0.2857142857142857,0.21739130434782608,0.3076923076923077,0.2,0.14285714285714285,0.34782608695652173,0.46153846153846156,0.4,0.2857142857142857,6.0,13.0,13.0,0.0,1.0,0.0,9.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,13.0,7.0,13.554140179683108,13.0,0,13.554140179683108,13.554140179683108,13.554140179683108,0.0,0.0,67.0,1,1,42.0,42.0,8.0
201411270det,1,3,1,0.625,0.7,0.55,0.5,0.6,0.5,0.75,0.8,0.6,0.5,0.6,0.5,1.0,1,0.0,0.25,0.5,0.45454545454545453,0.25,0.5,0.45454545454545453,0.25,0.5,0.45454545454545453,0.25,0.5,0.45454545454545453,46.0,-7.0,-345,-7.0,-7.0,46.5,46.5,295,1.0,0.5,0.4,0.5,1.0,1.0,0.42592592592592593,0.4069767441860465,0.3,0.5,0.4074074074074074,0.3953488372093023,0.2,0.45454545454545453,0.5185185185185185,0.4186046511627907,0.6,0.6363636363636364,0.4074074074074074,0.3953488372093023,0.2,0.45454545454545453,0.35185185185185186,0.38372093023255816,0.4,0.45454545454545453,0.3888888888888889,0.4069767441860465,0.4,0.45454545454545453,0.48148148148148145,0.5348837209302325,0.4,0.45454545454545453,0.35185185185185186,0.38372093023255816,0.4,0.45454545454545453,3.0,25.0,25.0,0.0,0.0,0.0,13.0,25.0,4.0,0,11.78384783105988,11.78384783105988,11.78384783105988,0.0,0.0,24.0,4.0,4.596032875165277,24.0,0,4.596032875165277,4.596032875165277,4.596032875165277,1.0,1.0,0.0,1,0,68.0,68.0,0.0
201509210clt,0,1,1,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,45.5,-6.0,-265,-6.5,-7.0,46.5,46.5,215,0.5,0.5,0.25,0.5,1.0,0.0,0.65,0.618421052631579,0.6,0.0,0.6,0.5789473684210527,0.6,0.0,0.65,0.6578947368421053,0.6,0.0,0.65,0.618421052631579,0.6,0.0,0.4411764705882353,0.5151515151515151,0.8,1.0,0.5294117647058824,0.5757575757575758,0.8,1.0,0.29411764705882354,0.3939393939393939,0.6,1.0,0.47058823529411764,0.5303030303030303,0.8,1.0,0.0,21.0,21.0,0.0,0.0,0.0,2.0,21.0,8.0,0,7.968759326066524,7.968759326066524,5.709865768619504,0.0,0.0,21.0,8.0,12.135257873766395,21.0,0,12.135257873766395,12.135257873766395,8.695292540726257,0.0,0.0,0.0,1,0,68.0,68.0,0.0
201609180ram,1,2,1,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,1,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,38.0,5.5,200,6.5,5.5,40.5,38.0,-240,1.0,0.75,0.6,0.5,1.0,1.0,0.4411764705882353,0.4393939393939394,0.6,0.0,0.4411764705882353,0.4696969696969697,0.6,0.0,0.4117647058823529,0.3939393939393939,0.6,0.0,0.4117647058823529,0.45454545454545453,0.6,0.0,0.4473684210526316,0.5131578947368421,0.2,0.0,0.4473684210526316,0.5394736842105263,0.2,0.0,0.631578947368421,0.6842105263157895,0.6,1.0,0.4473684210526316,0.5131578947368421,0.2,0.0,6.0,16.0,13.0,0.0,1.0,0.0,2.0,13.0,6.0,0,5.004289449792048,5.004289449792048,5.004289449792048,0.0,0.0,13.0,7.0,14.170280733044773,13.0,0,14.170280733044773,14.170280733044773,14.170280733044773,0.0,0.0,39.0,1,1,88.0,88.0,3.0
201712100htx,0,1,1,0.5,0.5,0.5833333333333334,0.5,0.5,0.5416666666666666,0.5,0.5,0.3333333333333333,0.5,0.5,0.5833333333333334,1.0,2,0.0,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.25,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.5,45.0,-2.0,-130,-1.0,-1.0,43.0,45.5,110,0.5,0.5,0.5,0.5,0.0,0.0,0.48333333333333334,0.5,0.4,0.5833333333333334,0.45,0.4787234042553192,0.3,0.5416666666666666,0.4666666666666667,0.48936170212765956,0.2,0.3333333333333333,0.48333333333333334,0.5,0.4,0.5833333333333334,0.375,0.3977272727272727,0.4,0.5,0.4107142857142857,0.42045454545454547,0.4,0.5,0.14285714285714285,0.20454545454545456,0.4,0.16666666666666666,0.39285714285714285,0.4090909090909091,0.4,0.5,6.0,13.0,12.0,0.0,1.0,0.0,14.0,12.0,7.0,0,10.80055412941855,10.80055412941855,10.80055412941855,0.0,0.0,12.0,7.0,27.65793479722048,10.0,0,14.458281955796132,14.458281955796132,14.458281955796132,0.0,0.0,0.0,1,0,68.0,68.0,0.0
201712100jax,1,4,2,0.5,0.4,0.5454545454545454,0.5,0.4,0.5454545454545454,0.75,0.6,0.6363636363636364,0.5,0.4,0.5454545454545454,1.0,1,0.0,0.875,0.5833333333333334,0.4583333333333333,0.75,0.5,0.4166666666666667,1.0,0.6666666666666666,0.6666666666666666,0.875,0.5833333333333334,0.4583333333333333,41.0,-2.5,-145,-3.5,-3.0,39.5,41.0,125,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.48863636363636365,0.6,0.5833333333333334,0.5357142857142857,0.5,0.6,0.5833333333333334,0.39285714285714285,0.36363636363636365,0.8,0.6666666666666666,0.5357142857142857,0.5,0.6,0.5833333333333334,0.4666666666666667,0.46875,0.5,0.4583333333333333,0.43333333333333335,0.4479166666666667,0.4,0.4166666666666667,0.65,0.6354166666666666,0.6,0.6666666666666666,0.48333333333333334,0.4791666666666667,0.5,0.4583333333333333,6.0,16.0,16.0,0.0,1.0,0.0,14.0,16.0,7.0,1,0.0,0.0,0.0,0.0,0.0,13.0,7.0,44.207555054833094,13.0,0,44.207555054833094,44.207555054833094,44.207555054833094,3.0,3.0,0.0,1,1,68.0,68.0,0.0
200711110nyg,0,0,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2,0.0,0.75,0.75,0.75,0.75,0.75,0.6875,1.0,1.0,0.875,0.75,0.75,0.75,47.5,2.0,115,1.0,1.5,51.0,48.0,-135,0.0,0.0,0.0,0.0,1.0,1.0,0.625,0.625,0.8,0.625,0.625,0.625,0.8,0.625,0.75,0.75,1.0,0.75,0.625,0.625,0.8,0.625,0.75,0.75,0.6,0.75,0.6875,0.6875,0.5,0.6875,0.875,0.875,0.8,0.875,0.75,0.75,0.6,0.75,6.0,16.0,16.0,0.0,1.0,0.0,10.0,21.0,14.0,0,0.0,74.57516232339358,7.23170012959776,0.0,-5.0,16.0,7.0,24.18575175205434,15.0,0,1.4212504514335256,1.4212504514335256,1.4212504514335256,0.0,0.0,35.0,1,0,47.0,47.0,8.0
200712290nyg,1,2,1,0.25,0.3333333333333333,0.6153846153846154,0.25,0.3333333333333333,0.6153846153846154,0.25,0.3333333333333333,0.6153846153846154,0.25,0.3333333333333333,0.6153846153846154,1.0,1,0.0,0.5,0.7142857142857143,0.6666666666666666,0.625,0.7857142857142857,0.7,1.0,1.0,1.0,0.5,0.7142857142857143,0.6666666666666666,46.5,13.0,600,12.0,13.5,45.0,46.5,-800,0.5,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.6,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666,0.2,0.6666666666666666,0.7,0.7,0.2,0.7,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.2,0.6666666666666666,5.0,20.0,20.0,0.0,0.0,0.0,17.0,20.0,6.0,0,5.102278507882514,5.102278507882514,5.102278507882514,0.0,0.0,20.0,6.0,3.089632680480765,20.0,0,3.089632680480765,3.089632680480765,3.089632680480765,0.0,0.0,53.0,1,0,44.0,44.0,8.0
